njear	nrios	ntramo	ndist	xcoor	ycoor	dx	dt
1	171	0	55319.94	766168.230494	9888491.699494	45	0
1	171	0	55349.94	766168.230494	9888462.699494	30	0
1	171	0	55394.94	766197.230494	9888433.699494	45	0
1	171	0	55424.94	766197.230494	9888404.699494	30	0
1	171	0	55454.94	766197.230494	9888375.699494	30	0
1	171	0	55484.94	766197.230494	9888346.699494	30	0
1	171	0	55514.94	766226.230494	9888346.699494	30	0
1	171	0	55544.94	766226.230494	9888375.699494	30	0
1	171	0	55574.94	766226.230494	9888404.699494	30	0
1	171	0	55604.94	766226.230494	9888433.699494	30	0
1	171	0	55649.94	766255.230494	9888404.699494	45	0
1	171	0	55679.94	766255.230494	9888375.699494	30	0
1	171	0	55709.94	766255.230494	9888346.699494	30	0
1	171	0	55754.94	766284.230494	9888317.699494	45	0
1	171	0	55784.94	766284.230494	9888288.699494	30	0
1	171	0	55814.94	766284.230494	9888259.699494	30	0
1	171	0	55844.94	766313.230494	9888259.699494	30	0
1	171	0	55874.94	766313.230494	9888288.699494	30	0
1	171	0	55919.94	766342.230494	9888259.699494	45	0
1	171	0	55949.94	766342.230494	9888230.699494	30	0
1	171	0	55979.94	766342.230494	9888201.699494	30	0
1	171	0	56009.94	766342.230494	9888172.699494	30	0
1	171	0	56039.94	766342.230494	9888143.699494	30	0
1	171	0	56069.94	766342.230494	9888114.699494	30	0
1	171	0	56099.94	766371.230494	9888114.699494	30	0
1	171	0	56129.94	766371.230494	9888085.699494	30	0
1	171	0	56159.94	766400.230494	9888085.699494	30	0
1	171	0	56189.94	766400.230494	9888056.699494	30	0
1	171	0	56219.94	766429.230494	9888056.699494	30	0
1	171	0	56249.94	766429.230494	9888027.699494	30	0
1	171	0	56279.94	766458.230494	9888027.699494	30	0
1	171	0	56309.94	766458.230494	9887998.699494	30	0
1	171	0	56339.94	766487.230494	9887998.699494	30	0
1	171	0	56369.94	766487.230494	9887969.699494	30	0
1	171	0	56399.94	766516.230494	9887969.699494	30	0
1	171	0	56429.94	766516.230494	9887940.699494	30	0
1	171	0	56459.94	766545.230494	9887940.699494	30	0
1	171	0	56489.94	766545.230494	9887911.699494	30	0
1	171	0	56519.94	766545.230494	9887882.699494	30	0
1	171	0	56549.94	766574.230494	9887882.699494	30	0
1	171	0	56579.94	766574.230494	9887853.699494	30	0
1	171	0	56609.94	766574.230494	9887824.699494	30	0
1	171	0	56639.94	766574.230494	9887795.699494	30	0
1	171	0	56669.94	766574.230494	9887766.699494	30	0
1	171	0	56699.94	766574.230494	9887737.699494	30	0
1	171	0	56729.94	766574.230494	9887708.699494	30	0
1	171	0	56759.94	766574.230494	9887679.699494	30	0
1	171	0	56789.94	766574.230494	9887650.699494	30	0
1	171	0	56819.94	766574.230494	9887621.699494	30	0
1	171	0	56849.94	766603.230494	9887621.699494	30	0
1	171	0	56879.94	766603.230494	9887650.699494	30	0
1	171	0	56909.94	766603.230494	9887679.699494	30	0
1	171	0	56939.94	766603.230494	9887708.699494	30	0
1	171	0	56969.94	766603.230494	9887737.699494	30	0
1	171	0	56999.94	766603.230494	9887766.699494	30	0
1	171	0	57029.94	766603.230494	9887795.699494	30	0
1	171	0	57059.94	766603.230494	9887824.699494	30	0
1	171	0	57089.94	766603.230494	9887853.699494	30	0
1	171	0	57119.94	766603.230494	9887882.699494	30	0
1	171	0	57149.94	766603.230494	9887911.699494	30	0
1	171	0	57179.94	766603.230494	9887940.699494	30	0
1	171	0	57209.94	766603.230494	9887969.699494	30	0
1	171	0	57239.94	766603.230494	9887998.699494	30	0
1	171	0	57269.94	766603.230494	9888027.699494	30	0
1	171	0	57299.94	766632.230494	9888027.699494	30	0
1	171	0	57329.94	766632.230494	9887998.699494	30	0
1	171	0	57359.94	766632.230494	9887969.699494	30	0
1	171	0	57389.94	766632.230494	9887940.699494	30	0
1	171	0	57419.94	766632.230494	9887911.699494	30	0
1	171	0	57449.94	766632.230494	9887882.699494	30	0
1	171	0	57479.94	766632.230494	9887853.699494	30	0
1	171	0	57509.94	766632.230494	9887824.699494	30	0
1	171	0	57539.94	766632.230494	9887795.699494	30	0
1	171	0	57569.94	766632.230494	9887766.699494	30	0
1	171	0	57599.94	766632.230494	9887737.699494	30	0
1	171	0	57629.94	766632.230494	9887708.699494	30	0
1	171	0	57659.94	766632.230494	9887679.699494	30	0
1	171	0	57689.94	766632.230494	9887650.699494	30	0
1	171	0	57719.94	766632.230494	9887621.699494	30	0
1	171	0	57749.94	766661.230494	9887621.699494	30	0
1	171	0	57779.94	766661.230494	9887650.699494	30	0
1	171	0	57809.94	766661.230494	9887679.699494	30	0
1	171	0	57839.94	766661.230494	9887708.699494	30	0
1	171	0	57869.94	766661.230494	9887737.699494	30	0
1	171	0	57899.94	766661.230494	9887766.699494	30	0
1	171	0	57929.94	766661.230494	9887795.699494	30	0
1	171	0	57959.94	766661.230494	9887824.699494	30	0
1	171	0	57989.94	766661.230494	9887853.699494	30	0
1	171	0	58019.94	766661.230494	9887882.699494	30	0
1	171	0	58049.94	766661.230494	9887911.699494	30	0
1	171	0	58079.94	766661.230494	9887940.699494	30	0
1	171	0	58109.94	766661.230494	9887969.699494	30	0
1	171	0	58139.94	766661.230494	9887998.699494	30	0
1	171	0	58169.94	766661.230494	9888027.699494	30	0
1	171	0	58199.94	766661.230494	9888056.699494	30	0
1	171	0	58229.94	766632.230494	9888056.699494	30	0
1	171	0	58259.94	766603.230494	9888056.699494	30	0
1	171	0	58289.94	766574.230494	9888056.699494	30	0
1	171	0	58319.94	766574.230494	9888027.699494	30	0
1	171	0	58349.94	766574.230494	9887998.699494	30	0
1	171	0	58379.94	766574.230494	9887969.699494	30	0
1	171	0	58409.94	766574.230494	9887940.699494	30	0
1	171	0	58439.94	766574.230494	9887911.699494	30	0
